Id,Name,Overall,Potential,Role,Position,Age,Nationality,CountryCode,Club,Value,Wage,Pace,Shot,Pass,Dribble,Defend,Physical
1649,A. Schwolow,75,78,Goalkeeper,GK,25,Germany,Germany,SC Freiburg,6M,17K,75,74,71,77,37,69
1650,F. Di Santo,75,75,Attacker,ST,28,Argentina,Argentina,FC Schalke 04,7M,38K,72,75,64,74,33,74
1651,João Aurélio,75,75,Defender,RB,28,Portugal,Portugal,Vitória Guimarães,5.5M,11K,68,64,74,74,72,76
1652,M. Zeegelaar,75,75,Defender,LB,26,Netherlands,Netherlands,Watford,5.5M,44K,78,65,67,73,71,80
1653,R. Freuler,75,80,Midfielder,CM,25,Switzerland,Switzerland,Atalanta,8.5M,25K,69,65,74,73,60,67
1654,Joselu,75,76,Attacker,ST,27,Spain,Spain,Newcastle United,8M,63K,62,75,64,73,26,67
1655,O. Şahiner,75,78,Midfielder,RM,25,Turkey,Turkey,Atiker Konyaspor,8.5M,18K,82,65,71,76,66,66
1656,S. Armstrong,75,77,Midfielder,CAM,25,Scotland,Scotland,Celtic,8M,46K,84,71,71,75,62,73
1657,R. Snodgrass,75,75,Midfielder,RM,29,Scotland,Scotland,Aston Villa,6.5M,79K,61,74,77,76,43,74
1658,Francisco Geraldes,75,84,Midfielder,CAM,22,Portugal,Portugal,Rio Ave FC,10.5M,14K,77,58,72,79,39,53
1659,L. Griffiths,75,76,Attacker,ST,26,Scotland,Scotland,Celtic,8M,53K,82,75,68,72,22,71
1660,G. Castro,75,75,Midfielder,LM,32,Uruguay,Uruguay,Málaga CF,5M,22K,72,70,71,80,37,57
1661,Jota Peleteiro,75,76,Attacker,RW,26,Spain,Spain,Birmingham City,8M,31K,71,70,74,78,24,60
1662,R. Bazoer,75,84,Midfielder,CM,20,Netherlands,Netherlands,VfL Wolfsburg,10M,40K,75,63,72,77,62,75
1663,Silas Almeim,75,75,Defender,LB,25,Brazil,Brazil,Clube Atlético Mineiro,6M,28K,79,56,70,68,72,66
1664,M. Rashica,75,83,Attacker,RW,21,Kosovo,Kosovo,Vitesse,10M,11K,90,68,69,79,29,62
1665,A. Beck,75,75,Defender,RB,30,Germany,Germany,VfB Stuttgart,4.8M,22K,71,46,70,74,75,71
1666,G. Haraguchi,75,76,Midfielder,RM,26,Japan,Japan,Hertha BSC Berlin,8M,27K,85,60,67,82,39,47
1667,O. Budeaga,75,75,Defender,RB,33,Chile,Chile,Colo-Colo,2.6M,7K,82,54,71,74,72,65
1668,R. Mak,75,76,Midfielder,RM,26,Slovakia,Slovakia,PAOK Thessaloniki,8M,1K,83,71,68,78,36,65
1669,C. Kerbrat,75,75,Defender,CB,30,France,France,En Avant de Guingamp,4.9M,21K,63,41,56,63,77,75
1670,Rafael,75,75,Goalkeeper,GK,35,Brazil,Brazil,Cagliari,1.6M,22K,77,70,60,79,36,76
1671,G. Celis,75,80,Midfielder,CDM,24,Colombia,Colombia,Vitória Guimarães,7.5M,9K,69,48,63,68,73,79
1672,M. Silvestre,75,75,Defender,CB,32,Italy,Italy,Sampdoria,3.8M,30K,48,47,56,55,76,72
1673,H. Lemonez,75,75,Defender,CB,33,Chile,Chile,Unión Española,2.7M,6K,77,63,69,67,76,71
1674,Alexo Baia,75,75,Defender,RB,29,Brazil,Brazil,Botafogo de Futebol e Regatas,5M,18K,74,48,69,75,74,69
1675,L. Moore,75,80,Defender,CB,24,England,England,Reading,7.5M,27K,71,31,62,64,74,79
1676,G. Johnson,75,75,Defender,RB,32,England,England,Stoke City,3.7M,52K,71,63,72,76,73,72
1677,N. Spolli,75,75,Defender,CB,34,Argentina,Argentina,Genoa,2M,27K,41,39,34,44,78,75
1678,A. Aguilar,75,75,Midfielder,CDM,32,Colombia,Colombia,Asociacion Deportivo Cali,3.8M,4K,38,62,68,65,74,78
1679,S. Rajković,75,76,Defender,CB,28,Serbia,Serbia,Palermo,6M,5K,69,31,47,44,73,84
1680,Rafa Soares,75,83,Defender,LB,22,Portugal,Portugal,Fulham,8.5M,11K,77,61,71,75,71,68
1681,Gabrisco Aníbal,75,75,Midfielder,CDM,25,Brazil,Brazil,Sociedade Esportiva Palmeiras,6M,28K,69,62,66,64,72,78
1682,P. Wollscheid,75,75,Defender,CB,28,Germany,Germany,FC Metz,5.5M,15K,47,39,52,38,76,77
1683,H. Riffosas,75,75,Defender,CB,29,Chile,Chile,Colo-Colo,5M,8K,64,40,54,50,74,78
1684,B. Feilhaber,75,75,Midfielder,CM,32,United States,United States,Sporting Kansas City,5M,9K,63,69,74,77,62,69
1685,Miguel Torres,75,75,Defender,LB,31,Spain,Spain,Málaga CF,4.4M,21K,59,36,64,63,78,74
1686,Josué,75,75,Midfielder,RM,26,Portugal,Portugal,Osmanlıspor,7M,19K,68,74,75,78,51,67
1687,M. Britos,75,75,Attacker,ST,28,Uruguay,Uruguay,Al Hilal,7M,41K,83,71,66,75,52,67
1688,A. Bizzarri,75,75,Goalkeeper,GK,39,Argentina,Argentina,Udinese,450K,11K,74,76,67,72,50,79
1689,D. Sinkgraven,75,79,Defender,LB,21,Netherlands,Netherlands,Ajax,7.5M,9K,82,59,74,78,68,65
1690,L. Vangioni,75,75,Defender,LB,30,Argentina,Argentina,Monterrey,4.8M,44K,84,63,69,72,72,70
1691,David García,75,82,Defender,CB,23,Spain,Spain,CA Osasuna,8M,9K,62,36,60,64,73,76
1692,H. Onyekuru,75,85,Midfielder,LM,20,Nigeria,Nigeria,RSC Anderlecht,11M,64K,89,73,65,81,27,54
1693,O. Pineda,75,83,Midfielder,CM,21,Mexico,Mexico,Guadalajara,10M,38K,86,68,72,77,63,64
1694,Sandro,75,76,Midfielder,CDM,28,Brazil,Brazil,Antalyaspor,6M,18K,72,69,68,67,74,80
1695,F. Wiedwald,75,77,Goalkeeper,GK,27,Germany,Germany,Leeds United,5.5M,25K,77,67,67,81,40,71
1696,E. Vargas,75,76,Attacker,ST,27,Chile,Chile,Tigres U.A.N.L.,8M,59K,78,75,70,80,32,64
1697,A. Jahanbakhsh,75,79,Attacker,RW,23,Iran,Iran,AZ Alkmaar,8.5M,11K,86,72,67,77,40,72
1698,J. Calleri,75,81,Attacker,ST,23,Argentina,Argentina,UD Las Palmas,9.5M,19K,74,73,61,74,39,70
1699,Simão Acunha,75,75,Midfielder,CAM,29,Brazil,Brazil,Botafogo de Futebol e Regatas,6.5M,20K,80,68,75,74,34,63
1700,D. Damjanović,75,75,Attacker,ST,35,Montenegro,Montenegro,FC Seoul,3.1M,8K,67,76,65,68,29,76
1701,G. Bia,75,75,Midfielder,CAM,27,Belgium,Belgium,Kayserispor,7M,16K,81,77,73,75,20,60
1702,E. Badu,75,78,Midfielder,CM,26,Ghana,Ghana,Bursaspor,8M,26K,82,67,70,77,72,75
1703,M. Agu,75,80,Midfielder,CDM,24,Nigeria,Nigeria,Bursaspor,7.5M,11K,69,43,59,66,74,81
1704,G. Bussmann,75,77,Defender,LB,26,France,France,1. FSV Mainz 05,6.5M,24K,71,59,60,63,77,76
1705,Allan Bardinho,75,75,Midfielder,CAM,25,Brazil,Brazil,Santos Futebol Clube,7M,18K,67,69,73,78,37,51
1706,André Horta,75,83,Midfielder,CM,20,Portugal,Portugal,SC Braga,10M,10K,76,63,71,80,64,61
1707,H. Villalba,75,79,Midfielder,RM,22,Argentina,Argentina,Atlanta United FC,8.5M,8K,91,75,65,78,36,61
1708,L. Dubois,75,83,Defender,RB,22,France,France,FC Nantes,8.5M,18K,68,57,72,75,74,65
1709,O. Selnæs,75,79,Midfielder,CDM,22,Norway,Norway,AS Saint-Étienne,7.5M,25K,68,60,75,73,70,72
1710,A. Hernández,75,75,Attacker,ST,26,Uruguay,Uruguay,Hull City,7.5M,14K,83,72,58,74,29,71
1711,A. Wakaso,75,80,Midfielder,CDM,25,Ghana,Ghana,Vitória Guimarães,7.5M,10K,67,50,60,65,75,82
1712,Ailton Guevara,75,75,Midfielder,CAM,25,Brazil,Brazil,Clube Atlético Mineiro,7M,31K,70,73,72,75,28,63
1713,Naldo,75,76,Defender,CB,28,Brazil,Brazil,RCD Espanyol,6M,25K,54,38,48,50,79,69
1714,Paulinho,75,77,Defender,RB,25,Portugal,Portugal,Grupo Desportivo de Chaves,6.5M,8K,85,49,66,77,71,69
1715,E. Schelotto,75,75,Defender,RB,28,Italy,Italy,Brighton & Hove Albion,5.5M,42K,78,61,67,71,71,81
1716,Insua,75,80,Defender,CB,23,Spain,Spain,FC Schalke 04,7.5M,27K,58,36,56,53,76,73
1717,Fernandão,75,75,Attacker,ST,30,Brazil,Brazil,Fenerbahçe SK,6.5M,61K,49,76,51,65,29,78
1718,N. Chalobah,75,84,Midfielder,CDM,22,England,England,Watford,9M,38K,67,61,70,74,73,73
1719,R. Pizarro,75,82,Midfielder,CM,23,Mexico,Mexico,Guadalajara,9M,42K,83,69,74,76,68,70
1720,G. Martínez,75,81,Midfielder,CAM,24,Argentina,Argentina,River Plate,9M,18K,84,69,68,83,27,57
1721,C. Clemens,75,76,Midfielder,RM,25,Germany,Germany,1. FC Köln,8M,31K,81,70,73,74,41,67
1722,André Simões,75,76,Midfielder,CM,27,Portugal,Portugal,AEK Athens,7.5M,1K,80,68,73,75,66,70
1723,F. Amorebieta,75,75,Defender,CB,32,Venezuela,Venezuela,Independiente,3.8M,19K,31,47,54,47,74,83
1724,Adilson Edrada,75,75,Midfielder,CAM,25,Brazil,Brazil,Santos Futebol Clube,7M,18K,81,71,70,75,36,55
1725,A. Ioniţă,75,75,Midfielder,CM,26,Moldova,Moldova,Cagliari,7M,46K,69,69,72,74,72,81
1726,A. Young,75,75,Defender,RB,31,England,England,Manchester United,4.4M,84K,77,69,77,79,65,61
1727,A. Ibargüen,75,78,Attacker,LW,25,Colombia,Colombia,Racing Club de Avellaneda,8.5M,20K,90,65,68,79,26,47
1728,M. de Roon,75,78,Midfielder,CM,26,Netherlands,Netherlands,Atalanta,8M,26K,69,66,69,67,76,80
1729,A. Barreca,75,86,Defender,LB,22,Italy,Italy,Torino,10M,31K,85,34,62,75,68,71
1730,S. Kryvtsov,75,78,Defender,CB,26,Ukraine,Ukraine,Shakhtar Donetsk,7M,1K,69,44,50,47,75,79
1731,S. Pérez,75,80,Midfielder,CM,24,Colombia,Colombia,Boca Juniors,9M,20K,68,61,71,74,68,69
1732,P. van Aanholt,75,76,Defender,LB,26,Netherlands,Netherlands,Crystal Palace,6.5M,44K,86,63,67,74,70,72
1733,G. Gómez,75,78,Defender,CB,24,Paraguay,Paraguay,Milan,7M,58K,56,33,41,52,77,78
1734,A. Ciciretti,75,82,Midfielder,CAM,23,Italy,Italy,Benevento Calcio,9.5M,24K,86,67,73,76,29,49
1735,Edgar Méndez,75,76,Midfielder,RM,26,Spain,Spain,Cruz Azul,8M,29K,86,71,69,74,41,77
1736,Juli Freitinho,75,75,Defender,CB,29,Brazil,Brazil,Grêmio Foot-Ball Porto Alegrense,5M,22K,46,46,56,53,73,79
1737,E. Didot,75,75,Midfielder,CM,33,France,France,En Avant de Guingamp,3.9M,23K,40,63,78,71,71,70
1738,T. Kalachev,75,75,Defender,RWB,36,Belarus,Belarus,FC Rostov,775K,21K,71,71,77,75,69,64
1739,C. Brunt,75,75,Midfielder,RM,32,Northern Ireland,Northern Ireland,West Bromwich Albion,5M,57K,59,73,79,75,67,67
1740,A. Hassan,75,79,Attacker,ST,24,Egypt,Egypt,SC Braga,9M,12K,59,76,52,68,30,80
1741,Caio Nunson,75,75,Defender,CB,29,Brazil,Brazil,Botafogo de Futebol e Regatas,5M,18K,60,50,61,58,73,78
1742,B. Zungu,75,80,Midfielder,CM,24,South Africa,South Africa,Amiens SC Football,9M,17K,73,66,73,75,72,78
1743,Otávio Cairinho,75,75,Defender,CB,25,Brazil,Brazil,Associação Atlética Ponte Preta,6M,15K,59,50,58,50,75,74
1744,João Pedro,75,79,Midfielder,CAM,25,Brazil,Brazil,Cagliari,8.5M,44K,76,73,70,74,40,69
1745,A. Poli,75,75,Midfielder,CM,27,Italy,Italy,Bologna,7M,46K,76,62,75,78,60,69
1746,G. Schennikov,75,76,Defender,LWB,26,Russia,Russia,CSKA Moscow,6.5M,37K,81,52,69,71,73,71
1747,Leonardo,75,75,Midfielder,LM,30,Brazil,Brazil,Al Nassr,6.5M,36K,78,71,76,74,23,69
1748,N. Vukčević,75,78,Midfielder,CDM,25,Montenegro,Montenegro,SC Braga,7M,11K,61,51,66,69,74,78
1749,V. Qazaishvili,75,79,Midfielder,CAM,24,Georgia,Georgia,San Jose Earthquakes,8.5M,8K,68,72,72,78,36,60
1750,L. Cadamuro,75,75,Defender,LB,29,Algeria,Algeria,Nîmes Olympique,5M,6K,68,39,66,63,75,77
1751,A. Chávez,75,78,Attacker,ST,26,Argentina,Argentina,Panathinaikos FC,8.5M,1K,80,75,67,72,37,82
1752,Y. Kaboul,75,75,Defender,CB,31,France,France,Watford,4.5M,44K,52,44,56,54,74,79
1753,N. Bungert,75,75,Defender,CB,30,Germany,Germany,1. FSV Mainz 05,4.9M,24K,64,40,52,50,78,69
1754,M. Marin,75,75,Midfielder,CAM,28,Germany,Germany,Olympiakos CFP,6.5M,1K,74,64,74,82,26,42
1755,B. Butko,75,77,Defender,RB,26,Ukraine,Ukraine,Shakhtar Donetsk,6.5M,1K,79,48,66,69,73,70
1756,V. Mannone,75,75,Goalkeeper,GK,29,Italy,Italy,Reading,4.5M,27K,75,72,71,76,60,71
1757,Burgui,75,80,Midfielder,LM,23,Spain,Spain,Deportivo Alavés,9M,20K,78,67,70,75,31,60
1758,Kahraba,75,82,Midfielder,LM,23,Egypt,Egypt,Al Ittihad,9.5M,32K,84,73,65,80,30,67
1759,Munir,75,82,Attacker,RW,21,Spain,Spain,Deportivo Alavés,9.5M,95K,81,74,62,80,27,56
1760,G. Sio,75,75,Attacker,ST,28,Ivory Coast,Ivory Coast,Montpellier Hérault SC,7M,28K,82,75,71,75,22,75
1761,D. Nagbe,75,75,Midfielder,LM,26,United States,United States,Portland Timbers,7M,9K,87,68,69,80,45,69
1762,J. Toljan,75,82,Defender,RB,22,Germany,Germany,Borussia Dortmund,8M,36K,84,36,62,69,72,69
1763,O. Kamara,75,76,Attacker,ST,27,Norway,Norway,Columbus Crew SC,8M,10K,76,74,56,71,36,76
1764,L. Caldirola,75,78,Defender,CB,26,Italy,Italy,SV Werder Bremen,7M,24K,64,41,64,62,74,73
1765,P. Mantalos,75,78,Midfielder,CAM,25,Greece,Greece,AEK Athens,8.5M,1K,73,69,75,78,48,62
1766,S. García,75,76,Attacker,ST,26,Uruguay,Uruguay,Godoy Cruz,8M,16K,72,76,61,71,27,76
1767,S. Sosa,75,75,Goalkeeper,GK,30,Uruguay,Uruguay,Monarcas Morelia,4.3M,9K,76,70,65,78,41,77
1768,A. Conti,75,83,Midfielder,RM,23,Italy,Italy,Milan,10M,64K,81,56,69,73,71,70
1769,Sergio Tejera,75,75,Midfielder,CM,27,Spain,Spain,Gimnàstic de Tarragona,7M,11K,66,70,75,74,65,72
1770,Luimo Boas Santos,75,75,Attacker,ST,29,Brazil,Brazil,Clube Atlético Mineiro,6.5M,37K,73,75,59,73,27,62
1771,M. Stekelenburg,75,75,Goalkeeper,GK,34,Netherlands,Netherlands,Everton,2.7M,60K,76,73,79,75,40,72
1772,M. Dos Santos,75,76,Defender,CB,27,Argentina,Argentina,CD Leganés,6.5M,21K,62,40,56,52,74,77
1773,C. Vargas,75,76,Goalkeeper,GK,28,Colombia,Colombia,Atletico Nacional Medellin,5.5M,5K,77,75,65,77,45,70
1774,A. Nouri,75,75,Midfielder,CAM,20,Netherlands,Netherlands,Ajax,7.5M,10K,73,63,77,80,32,44
1775,D. Chygrynskyi,75,75,Defender,CB,30,Ukraine,Ukraine,AEK Athens,4.9M,1K,50,39,59,44,76,78
1776,D. Gayle,75,78,Attacker,ST,26,England,England,Newcastle United,8.5M,63K,83,76,55,72,25,60
1777,C. Abridego,75,75,Midfielder,CDM,25,Chile,Chile,CD O'Higgins,6M,7K,69,62,66,64,72,78
1778,S. Taïder,75,77,Midfielder,CM,25,Algeria,Algeria,Bologna,8M,44K,73,67,73,76,70,73
1779,O. Elabdellaoui,75,78,Defender,RB,25,Norway,Norway,Olympiakos CFP,7M,1K,83,55,71,76,70,71
1780,J. Ananidze,75,78,Midfielder,CAM,24,Georgia,Georgia,Spartak Moscow,8.5M,45K,75,71,74,76,46,46
1781,S. Ilsanker,75,75,Midfielder,CDM,28,Austria,Austria,RB Leipzig,5.5M,49K,58,53,56,51,76,83
1782,F. Castillo,75,77,Midfielder,LM,25,Colombia,Colombia,Trabzonspor,8M,28K,93,71,63,83,44,65
1783,L. Narsingh,75,75,Attacker,RW,26,Netherlands,Netherlands,Swansea City,7M,62K,91,65,67,76,24,58
1784,A. Blake,75,80,Goalkeeper,GK,26,Jamaica,Jamaica,Philadelphia Union,6.5M,7K,78,69,67,83,46,69
1785,Melvin Parrela,75,75,Midfielder,CDM,29,Brazil,Brazil,Coritiba Foot Ball Club,5M,22K,71,70,68,71,71,82
1786,Nicholas Aldair,75,75,Attacker,ST,25,Brazil,Brazil,Sport Club do Recife,7.5M,18K,69,75,68,72,42,76
1787,S. Zuber,75,78,Defender,LWB,25,Switzerland,Switzerland,TSG 1899 Hoffenheim,7M,28K,79,69,71,76,70,75
1788,K. Djidji,75,79,Defender,CB,24,Ivory Coast,Ivory Coast,FC Nantes,7.5M,18K,71,29,54,64,75,70
1789,K. Cordesia,75,75,Midfielder,LM,29,Chile,Chile,CD Universidad de Concepción,6.5M,6K,80,68,75,74,34,63
1790,Jorginhson,75,75,Midfielder,CDM,25,Brazil,Brazil,Sport Club do Recife,6M,15K,72,57,68,75,75,68
1791,L. Rizzo,75,77,Midfielder,RM,25,Italy,Italy,Ferrara (SPAL),8M,44K,74,61,74,76,62,74
1792,E. Merraño,75,75,Midfielder,CAM,25,Chile,Chile,CD O'Higgins,7M,8K,67,69,73,78,37,51
1793,M. Barbosa,75,75,Goalkeeper,GK,32,Argentina,Argentina,Villarreal CF,3.8M,22K,75,70,77,78,43,71
1794,Bruno Moreira,75,75,Attacker,ST,29,Portugal,Portugal,FC Paços de Ferreira,6.5M,13K,61,74,54,68,32,73
1795,E. Mammana,75,86,Defender,CB,21,Argentina,Argentina,Zenit St. Petersburg,10M,36K,79,42,61,68,75,72
1796,B. Wright-Phillips,75,75,Attacker,ST,32,England,England,New York Red Bulls,5.5M,10K,73,76,58,69,29,68
1797,J. Dueñas,75,75,Midfielder,CDM,28,Mexico,Mexico,Tigres U.A.N.L.,5.5M,52K,77,64,73,71,71,76
1798,S. Blanco,75,75,Midfielder,LM,29,Argentina,Argentina,Portland Timbers,6.5M,10K,78,70,71,77,28,68
1799,C. Wilson,75,79,Attacker,ST,25,England,England,Bournemouth,8.5M,58K,90,73,63,74,34,76
1800,J. Landiso,75,75,Midfielder,CAM,25,Chile,Chile,Unión Española,7M,6K,70,73,72,75,28,63
1801,G. Konan,75,82,Defender,LB,21,Ivory Coast,Ivory Coast,Vitória Guimarães,8M,8K,81,48,68,78,71,73
1802,D. González,75,82,Midfielder,RM,23,Paraguay,Paraguay,, 0, 0,86,68,67,78,41,65
1803,S. Sessègnon,75,75,Midfielder,CM,33,Benin,Benin,Montpellier Hérault SC,3.9M,25K,77,72,75,80,67,74
1804,F. Mora,75,80,Attacker,ST,23,Chile,Chile,Cruz Azul,9M,28K,82,74,55,73,26,64
1805,Diego Ângelo,75,75,Defender,CB,31,Brazil,Brazil,Antalyaspor,4.5M,17K,45,62,66,56,77,79
1806,C. Kabasele,75,77,Defender,CB,26,Belgium,Belgium,Watford,6.5M,44K,73,50,49,61,74,79
1807,A. Maxim,75,76,Midfielder,CAM,26,Romania,Romania,1. FSV Mainz 05,8M,27K,73,68,75,79,30,51
1808,R. Babel,75,75,Midfielder,LM,30,Netherlands,Netherlands,Beşiktaş JK,6.5M,43K,81,73,67,80,34,70
1809,Y. Donosos,75,75,Midfielder,CAM,25,Chile,Chile,Deportes Iquique,7M,4K,81,71,70,75,36,55
1810,H. Ayala,75,75,Defender,CB,30,Mexico,Mexico,Tigres U.A.N.L.,4.9M,50K,67,55,60,58,76,72
1811,C. Mathenia,75,79,Goalkeeper,GK,25,Germany,Germany,Hamburger SV,6M,22K,74,69,66,79,45,76
1812,M. Pérez García,75,75,Midfielder,CAM,32,Argentina,Argentina,Club Atlético Tigre,5M,14K,81,64,74,78,25,61
1813,C. Wood,75,78,Attacker,ST,25,New Zealand,New Zealand,Burnley,8.5M,51K,71,76,54,66,37,80
1814,N. Dyer,75,75,Midfielder,RM,29,England,England,Swansea City,6.5M,60K,83,72,67,80,38,63
1815,R. Shishkin,75,75,Defender,RB,30,Russia,Russia,FC Krasnodar,4.8M,35K,75,61,73,71,73,66
1816,S. Marveaux,75,75,Midfielder,CAM,31,France,France,FC Lorient,6M,9K,71,71,76,77,52,63
1817,F. Schär,75,79,Defender,CB,25,Switzerland,Switzerland,RC Deportivo de La Coruña,7M,20K,56,63,70,66,74,75
1818,H. Altıntop,75,75,Midfielder,CDM,34,Turkey,Turkey,SV Darmstadt 98,2M,22K,51,70,77,75,69,69
1819,M. Martins,75,75,Attacker,ST,30,Bolivia,Bolivia,, 0, 0,62,76,63,69,28,74
1820,R. Mavuba,75,75,Midfielder,CDM,33,France,France,Sparta Praha,2.7M,1K,60,52,70,69,74,74
1821,Rafael Cachoira,75,75,Defender,CB,29,Brazil,Brazil,Santos Futebol Clube,5M,18K,55,40,58,58,75,76
1822,D. Simpson,75,75,Defender,RB,30,England,England,Leicester City,4.8M,52K,69,38,61,67,77,76
1823,E. Hallfreðsson,75,75,Midfielder,CM,33,Iceland,Iceland,Udinese,3.9M,26K,67,64,76,74,70,75
1824,G. Rivas,75,75,Attacker,ST,28,Venezuela,Venezuela,Al Hilal,7M,41K,69,77,52,69,26,71
1825,Dani Rochelinhas,75,75,Midfielder,CAM,25,Brazil,Brazil,Fluminense Football Club,7M,33K,76,63,72,76,36,59
1826,J. Beausejour,75,75,Defender,LB,33,Chile,Chile,, 0, 0,82,66,71,76,71,81
1827,J. Livermore,75,76,Midfielder,CM,27,England,England,West Bromwich Albion,7.5M,57K,64,66,73,72,71,80
1828,P. Lees-Melou,75,79,Midfielder,RM,24,France,France,OGC Nice,8.5M,26K,70,62,75,75,49,69
1829,P. Tachtsidis,75,77,Midfielder,CDM,26,Greece,Greece,Olympiakos CFP,6.5M,1K,55,59,74,66,69,80
1830,Douglas Santos,75,81,Defender,LB,23,Brazil,Brazil,Hamburger SV,7.5M,25K,78,61,70,76,69,60
1831,Ximo Navarro,75,78,Defender,CB,27,Spain,Spain,UD Las Palmas,6.5M,18K,78,47,65,67,74,77
1832,R. Inglese,75,78,Attacker,ST,25,Italy,Italy,Chievo Verona,8.5M,54K,59,75,49,68,21,72
1833,M. Dembélé,75,85,Attacker,ST,20,France,France,Celtic,11M,42K,81,73,57,74,21,71
1834,M. Angeleri,75,75,Defender,CB,34,Argentina,Argentina,San Lorenzo de Almagro,2M,19K,65,46,56,54,74,79
1835,E. Pieters,75,75,Defender,LB,28,Netherlands,Netherlands,Stoke City,5.5M,55K,66,40,65,67,78,78
1836,H. Sakai,75,75,Defender,RB,27,Japan,Japan,Olympique de Marseille,5.5M,25K,76,48,64,64,75,76
1837,Cássio,75,75,Goalkeeper,GK,36,Brazil,Brazil,Rio Ave FC,900K,5K,77,72,70,74,46,72
1838,R. van Wolfswinkel,75,75,Attacker,ST,28,Netherlands,Netherlands,FC Basel,7M,39K,63,74,64,71,37,67
1839,M. Suárez,75,75,Midfielder,CAM,29,Argentina,Argentina,Belgrano de Córdoba,6.5M,15K,69,71,72,74,25,53
1840,K. Westwood,75,75,Goalkeeper,GK,32,Republic of Ireland,Republic of Ireland,Sheffield Wednesday,3.8M,38K,77,71,70,77,47,75
1841,M. Britos,75,75,Defender,CB,31,Uruguay,Uruguay,Watford,4.5M,44K,50,34,50,51,76,74
1842,B. Engels,75,82,Defender,CB,22,Belgium,Belgium,Olympiakos CFP,8M,1K,61,44,59,56,75,74
1843,A. McCarthy,75,77,Goalkeeper,GK,27,England,England,Southampton,5.5M,49K,76,73,61,78,57,74
1844,A. Cambrillo,75,75,Attacker,ST,29,Chile,Chile,CD O'Higgins,6.5M,9K,73,75,59,73,27,62
1845,G. Dzhikiya,75,81,Defender,CB,23,Russia,Russia,Spartak Moscow,8M,40K,82,51,59,57,76,77
1846,Dani Castellano,75,75,Defender,LB,29,Spain,Spain,UD Las Palmas,5M,19K,76,51,69,74,71,77
1847,P. Højbjerg,75,81,Midfielder,CM,21,Denmark,Denmark,Southampton,9M,52K,64,61,73,75,69,77
1848,B. Santamaria,75,80,Midfielder,CDM,22,France,France,Angers SCO,7.5M,18K,68,62,71,76,72,67
1849,S. Scuffet,75,83,Goalkeeper,GK,21,Italy,Italy,Udinese,7.5M,14K,74,73,63,84,50,70
1850,E. Moretti,75,75,Defender,CB,36,Italy,Italy,Torino,900K,26K,42,32,50,55,78,67
1851,O. Yokuşlu,75,80,Midfielder,CDM,23,Turkey,Turkey,Trabzonspor,7.5M,23K,73,70,72,72,72,81
1852,Dani Hernández,75,75,Goalkeeper,GK,31,Venezuela,Venezuela,CD Tenerife,4M,7K,78,72,63,76,32,73
1853,S. Jung,75,76,Defender,RB,27,Germany,Germany,VfL Wolfsburg,6M,46K,74,51,72,73,73,70
1854,D. Amartey,75,82,Midfielder,CDM,22,Ghana,Ghana,Leicester City,8M,45K,73,60,63,70,72,86
1855,R. Özcan,75,75,Goalkeeper,GK,33,Austria,Austria,Bayer 04 Leverkusen,3.4M,32K,73,71,71,75,51,76
1856,L. Lereas,75,75,Attacker,ST,25,Chile,Chile,Universidad Católica,7.5M,9K,69,75,68,72,42,76
1857,S. Schaars,75,75,Midfielder,CDM,33,Netherlands,Netherlands,SC Heerenveen,2.7M,11K,34,67,78,69,68,67
1858,I. Ezekiel,75,80,Attacker,ST,23,Nigeria,Nigeria,Atiker Konyaspor,9M,18K,92,74,62,73,28,64
1859,M. Olsson,75,75,Defender,LB,29,Sweden,Sweden,Swansea City,5M,55K,82,62,67,71,72,76
1860,W. Tesillo,75,76,Defender,CB,27,Colombia,Colombia,Independiente Santa Fe,6.5M,5K,61,26,51,52,76,76
1861,P. Cannavaro,75,75,Defender,CB,36,Italy,Italy,Sassuolo,900K,30K,32,44,52,52,76,66
1862,G. Donati,75,76,Defender,RB,27,Italy,Italy,1. FSV Mainz 05,6M,24K,73,49,63,67,76,79
1863,Y. Kubo,75,80,Attacker,CF,23,Japan,Japan,KAA Gent,9M,20K,83,72,68,78,42,56
1864,O. Toivonen,75,75,Midfielder,CAM,30,Sweden,Sweden,Toulouse FC,6.5M,28K,53,76,74,73,42,74
1865,E. Emenike,75,75,Attacker,ST,30,Nigeria,Nigeria,Olympiakos CFP,6.5M,1K,81,73,62,74,26,78
1866,F. Đorđević,75,75,Attacker,ST,29,Serbia,Serbia,Lazio,6.5M,47K,68,74,59,69,42,75
1867,Rubén Blanco,75,83,Goalkeeper,GK,21,Spain,Spain,RC Celta de Vigo,7.5M,12K,79,74,69,71,53,75
1868,D. Lazović,75,75,Attacker,RW,26,Serbia,Serbia,Genoa,7M,32K,89,64,71,78,31,48
1869,F. Vidangosa,75,75,Goalkeeper,GK,33,Chile,Chile,Unión Española,3.4M,5K,76,70,77,75,44,75
1870,Tana,75,75,Midfielder,RM,26,Spain,Spain,UD Las Palmas,7M,20K,69,69,72,79,18,50
1871,M. Yoshida,75,75,Defender,CB,28,Japan,Japan,Southampton,5.5M,63K,62,41,51,61,76,75
1872,D. Cataldi,75,83,Midfielder,CM,22,Italy,Italy,Benevento Calcio,9.5M,36K,70,69,74,74,68,69
